,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary,age_group,has_child,child_jitter
16940,18,Private,220836,11th,7,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,20,United-States,<=50K,17-21,Без детей,0.29440718782460523
16941,37,Private,334291,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,50,United-States,<=50K,37-41,Без детей,0.17746423062820443
16942,58,Private,298601,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,3781.0,0.0,40,United-States,<=50K,57-61,Без детей,0.32664307569322504
16943,36,Private,200360,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K,32-36,Без детей,0.34866043157777166
16944,36,Private,203482,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,>50K,32-36,Без детей,0.32514087138731673
16945,25,Private,99126,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688.0,0.0,40,United-States,>50K,22-26,Без детей,0.20322620565089972
16946,62,Private,109190,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,40,United-States,>50K,62-66,Без детей,0.2707943229869523
16947,34,Private,34848,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,4064.0,0.0,40,United-States,<=50K,32-36,Без детей,0.34955563580589466
16948,27,Private,29732,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,4865.0,0.0,36,United-States,<=50K,27-31,Без детей,0.206959534293484
16949,23,Private,87867,HS-grad,9,Never-married,Sales,Own-child,White,Male,0.0,0.0,35,United-States,<=50K,22-26,С детьми,0.826806677343702
16950,55,Private,123515,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K,52-56,Без детей,0.13227403150280717
16951,42,Private,175935,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,<=50K,42-46,Без детей,0.1308752086683223
16952,22,Private,229456,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0.0,0.0,38,United-States,<=50K,22-26,С детьми,0.8123307984813521
16953,44,Private,184105,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,4386.0,0.0,40,United-States,>50K,42-46,Без детей,0.31274741971050907
16954,42,Local-gov,99554,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40,United-States,<=50K,42-46,Без детей,0.31935452508455053
16955,21,Private,190227,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,0.0,0.0,40,United-States,<=50K,17-21,Без детей,0.35320644109315896
16956,25,Private,29020,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,45,United-States,<=50K,22-26,Без детей,0.15829751483686821
16957,31,Private,306459,1st-4th,2,Separated,Handlers-cleaners,Unmarried,White,Male,0.0,0.0,35,Honduras,<=50K,27-31,Без детей,0.1856763963960852
16958,42,Private,193995,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,38,United-States,<=50K,42-46,Без детей,0.3468939808897138
16959,26,Private,105059,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,20,United-States,<=50K,22-26,Без детей,0.17253668746536482
16960,62,Private,71751,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,98,United-States,>50K,62-66,Без детей,0.29373502421838016
16961,28,Private,176683,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178.0,0.0,50,United-States,>50K,27-31,Без детей,0.2573111200097957
16962,34,Private,342709,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,<=50K,32-36,Без детей,0.14996648244436173
16963,51,Private,53838,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40,United-States,<=50K,47-51,Без детей,0.19846327886596787
16964,45,Local-gov,209482,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,45,United-States,>50K,42-46,Без детей,0.2548893319458323
16965,44,Private,214242,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50,United-States,>50K,42-46,Без детей,0.3345640280041202
16967,35,Private,100375,Some-college,10,Married-spouse-absent,Farming-fishing,Own-child,White,Male,0.0,0.0,40,United-States,<=50K,32-36,С детьми,0.7998092375075216
16968,46,Private,149949,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40,United-States,<=50K,42-46,Без детей,0.27925195874918396
16969,46,Private,189762,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,56,United-States,<=50K,42-46,Без детей,0.24904789358593954
16970,46,Private,79874,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,53,United-States,>50K,42-46,Без детей,0.20168415611539225
16971,66,Self-emp-not-inc,104576,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,8,United-States,>50K,62-66,Без детей,0.1586187787166227
16972,34,State-gov,355700,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0.0,0.0,20,United-States,<=50K,32-36,Без детей,0.22817824829586292
16973,26,Private,213625,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,<=50K,22-26,Без детей,0.13684443853871023
16974,29,Private,204984,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,>50K,27-31,Без детей,0.18065341342404415
16976,23,Private,217169,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40,United-States,<=50K,22-26,С детьми,0.7337960102094384
16977,46,Private,184883,9th,5,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,40,United-States,<=50K,42-46,Без детей,0.2304652445612596
16979,54,Private,57758,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,68,United-States,>50K,52-56,Без детей,0.1406309034392782
16980,54,Self-emp-not-inc,30908,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,60,United-States,<=50K,52-56,Без детей,0.2713744368460699
16981,71,Private,217971,9th,5,Widowed,Sales,Unmarried,White,Female,0.0,0.0,13,United-States,<=50K,67+,Без детей,0.26192422140477667
16982,51,Private,160703,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45,United-States,<=50K,47-51,Без детей,0.1487450329650191
16983,32,Private,142675,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K,32-36,Без детей,0.35635913259050545
16985,57,Private,171242,11th,7,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,Canada,<=50K,57-61,Без детей,0.15385186694820643
16986,34,Private,376979,9th,5,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K,32-36,Без детей,0.33516019629696064
16987,40,Private,175935,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,14084.0,0.0,40,United-States,>50K,37-41,Без детей,0.13007433565960141
16988,21,Private,277530,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,40,United-States,<=50K,17-21,С детьми,0.841747462810892
16989,50,Private,104501,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,>50K,47-51,Без детей,0.13473273572903502
16990,32,Private,94041,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,44,Ireland,<=50K,32-36,Без детей,0.31187488765410787
16991,37,Local-gov,593246,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,50,United-States,>50K,37-41,Без детей,0.2168057947120607
16992,19,Private,121074,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,99,United-States,<=50K,17-21,Без детей,0.30717203203271676
16993,64,Private,192596,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,0.0,30,United-States,<=50K,62-66,Без детей,0.22641884930199485
16994,17,Private,142457,11th,7,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,20,United-States,<=50K,17-21,С детьми,0.647017901359642
16995,37,Private,136028,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40,United-States,<=50K,37-41,Без детей,0.3142016068948874
16996,32,Private,216145,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,4650.0,0.0,45,United-States,<=50K,32-36,Без детей,0.1471006444771276
16997,20,Private,157894,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,20,United-States,<=50K,17-21,С детьми,0.8513089046306923
16998,39,Self-emp-not-inc,164593,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,4787.0,0.0,40,United-States,>50K,37-41,Без детей,0.14223376858999873
16999,18,Private,252993,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40,Columbia,<=50K,17-21,С детьми,0.7450380666651637
17000,42,Private,145711,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1902.0,50,United-States,>50K,42-46,Без детей,0.3035282634041909
17001,43,Private,358199,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,3103.0,0.0,40,United-States,>50K,42-46,Без детей,0.22437915155008906
17002,42,Private,219591,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,55,United-States,>50K,42-46,Без детей,0.18213603390218433
17003,53,Local-gov,205005,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,60,United-States,>50K,52-56,Без детей,0.31218183073504646
17004,52,Private,221936,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,<=50K,52-56,Без детей,0.31823072914929434
17005,51,Private,120914,10th,6,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,40,United-States,<=50K,47-51,С детьми,0.8514467961490482
17006,77,Self-emp-inc,155761,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,8,United-States,<=50K,67+,Без детей,0.22027962650345864
17007,25,Private,195914,Some-college,10,Never-married,Sales,Own-child,Black,Female,3418.0,0.0,30,United-States,<=50K,22-26,С детьми,0.7515004162793585
17008,38,Local-gov,236687,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,40,United-States,<=50K,37-41,С детьми,0.7171508262830573
17009,20,Private,318036,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K,17-21,Без детей,0.19169963724432837
17010,23,Private,53306,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,30,United-States,<=50K,22-26,Без детей,0.310247910769026
17011,27,Private,174645,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40,United-States,<=50K,27-31,С детьми,0.7115164428040693
17012,19,Private,321817,11th,7,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40,United-States,<=50K,17-21,С детьми,0.7327558660781645
17013,41,Private,206948,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,>50K,37-41,Без детей,0.2268816778297667
17014,47,Federal-gov,402975,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,0.0,40,United-States,<=50K,47-51,Без детей,0.301038694155219
17016,42,Private,367049,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,4650.0,0.0,40,United-States,<=50K,42-46,Без детей,0.35027095026656313
17017,36,Private,143486,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,>50K,32-36,Без детей,0.29002145471377055
17018,42,Self-emp-inc,27187,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,60,United-States,>50K,42-46,Без детей,0.24317982306261582
17019,24,Private,187717,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40,United-States,<=50K,22-26,С детьми,0.817009227537332
17020,22,Private,378104,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40,United-States,<=50K,22-26,С детьми,0.783833117789313
17022,42,Private,252518,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,40,United-States,>50K,42-46,Без детей,0.14454648570827525
17023,24,Private,326334,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,20,United-States,<=50K,22-26,С детьми,0.652959260740522
17024,41,Private,279914,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,45,United-States,>50K,37-41,Без детей,0.139100066577672
17025,29,Private,320451,HS-grad,9,Never-married,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,40,Philippines,<=50K,27-31,Без детей,0.23963591828951675
17026,36,Private,207853,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0.0,0.0,40,United-States,<=50K,32-36,С детьми,0.8282048242413516
17027,78,Self-emp-inc,237294,HS-grad,9,Widowed,Sales,Not-in-family,White,Male,0.0,0.0,45,United-States,>50K,67+,Без детей,0.2051399606443245
17028,43,Private,112181,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,1902.0,32,United-States,>50K,42-46,Без детей,0.22219844394219562
17029,34,State-gov,259705,Some-college,10,Separated,Exec-managerial,Own-child,White,Female,0.0,0.0,40,United-States,<=50K,32-36,С детьми,0.8482745060082937
17031,24,Private,449432,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,<=50K,22-26,Без детей,0.33085682687599716
17032,36,Federal-gov,89083,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40,United-States,<=50K,32-36,Без детей,0.2896115469718144
17033,49,Private,59612,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,44,United-States,<=50K,47-51,Без детей,0.19403290770214032
17034,21,Private,129980,9th,5,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,40,United-States,<=50K,17-21,С детьми,0.6580899558452264
17035,51,Private,108233,Assoc-acdm,12,Separated,Other-service,Not-in-family,Black,Female,0.0,0.0,40,United-States,<=50K,47-51,Без детей,0.13385411744322728
17036,30,Private,342709,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40,United-States,<=50K,27-31,Без детей,0.155682561425061
17037,37,Private,126675,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K,37-41,Без детей,0.20022314646974626
17038,30,Private,141118,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K,27-31,Без детей,0.26242961525907893
17041,24,Local-gov,161092,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0.0,0.0,40,United-States,<=50K,22-26,С детьми,0.6453600198605729
17042,32,Private,209691,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,42,United-States,>50K,32-36,Без детей,0.16269466679642777
17043,36,Private,89508,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50,United-States,<=50K,32-36,Без детей,0.17345936855390587
17044,30,Private,399522,11th,7,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Female,0.0,0.0,40,United-States,<=50K,27-31,Без детей,0.2816757023159935
17045,60,State-gov,136939,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40,United-States,<=50K,57-61,Без детей,0.2777895517552299
17046,56,Local-gov,264436,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K,52-56,Без детей,0.2621837743293167
17047,57,Private,199572,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,<=50K,57-61,Без детей,0.1901203419270255
17048,61,Federal-gov,28291,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40,United-States,<=50K,57-61,Без детей,0.21906872589249568
17049,50,Private,215990,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,>50K,47-51,Без детей,0.15320553192105835
17050,56,Self-emp-not-inc,179594,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,48,United-States,<=50K,52-56,Без детей,0.18435054490193317
17051,61,Self-emp-inc,139391,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,1902.0,35,United-States,>50K,57-61,Без детей,0.34544925435341933
17052,45,Private,187370,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male,7430.0,0.0,70,United-States,>50K,42-46,Без детей,0.36512601914459886
17053,31,Private,473133,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178.0,0.0,40,United-States,>50K,27-31,Без детей,0.2854383005536707
17054,60,Self-emp-not-inc,205246,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Male,0.0,2559.0,50,United-States,>50K,57-61,Без детей,0.35003759008562085
